,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,total_mn,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,total_em,Age_tier,distancehome_tier,JobRole_tier,MonthlyIncome_tier,YearsAtCompany_tier,TotalWorkingYear_tier
2616,42,0,0,1,10,4,1,0,2,6,2,61510,1.0,13,1,20.0,3,20,3,7,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,2,3,1,4,5,5
2617,31,0,0,1,14,2,1,1,2,0,1,23020,4.0,14,0,13.0,3,11,4,8,3,3,3.0,3.0,3.0,4.0,3.3333333333333335,1,2,4,1,4,5
2618,54,0,2,1,1,3,3,0,2,1,2,23620,6.0,13,1,9.0,2,5,1,4,4,3,3.5,3.0,1.0,3.0,2.3333333333333335,3,4,4,1,3,4
2619,24,0,2,1,5,4,4,1,1,4,2,178610,1.0,11,2,4.0,5,4,1,2,1,3,2.0,2.0,3.0,2.0,2.3333333333333335,0,4,2,5,2,2
2620,23,0,2,1,7,3,1,1,2,6,2,191870,1.0,11,1,5.0,2,5,1,4,3,3,3.0,4.0,4.0,4.0,4.0,0,3,1,5,3,3
2621,40,0,1,1,21,3,3,0,3,6,1,197170,1.0,21,0,10.0,1,10,9,4,2,4,3.0,4.0,3.0,4.0,3.6666666666666665,1,1,1,5,4,4
2622,40,0,2,1,8,1,3,0,5,6,1,35440,3.0,18,3,15.0,3,11,5,10,2,3,2.5,2.0,2.0,3.0,2.3333333333333335,1,3,1,3,4,5
2623,25,0,2,2,20,5,3,0,2,2,1,85000,4.0,12,0,6.0,2,2,1,2,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,0,2,3,4,2,3
2624,30,0,2,0,20,4,1,1,2,6,1,46610,1.0,11,0,12.0,3,12,1,7,2,3,2.5,4.0,2.0,2.0,2.6666666666666665,0,2,1,3,5,5
2625,25,0,2,1,7,2,3,1,5,7,0,41030,6.0,15,1,7.0,2,2,0,2,3,3,3.0,4.0,3.0,2.0,3.0,0,3,1,3,2,3
2626,47,0,2,1,1,4,1,1,2,7,2,42490,2.0,13,1,25.0,2,17,12,11,2,3,2.5,1.0,3.0,3.0,2.3333333333333335,2,4,1,3,5,5
2627,33,0,0,1,1,3,1,1,2,6,0,140260,1.0,12,0,1.0,4,1,0,0,3,3,3.0,2.0,3.0,2.0,2.3333333333333335,1,4,1,5,1,1
2628,38,0,2,1,19,3,1,0,2,7,1,68930,0.0,17,0,16.0,3,15,5,8,3,3,3.0,4.0,2.0,3.0,3.0,1,2,1,4,5,5
2629,31,0,2,1,10,4,3,0,3,7,1,61250,0.0,13,1,3.0,3,2,1,2,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,3,1,4,2,2
2630,38,0,1,1,1,4,4,1,2,6,1,36690,2.0,19,0,10.0,2,8,7,7,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,4,1,3,4,4
2631,42,0,2,1,6,3,3,1,2,2,0,100080,6.0,19,1,9.0,3,4,1,2,1,3,2.0,4.0,1.0,2.0,2.3333333333333335,2,3,3,5,2,4
2632,41,0,2,2,2,2,3,1,1,0,1,23870,3.0,17,1,12.0,1,5,1,0,1,3,2.0,4.0,4.0,3.0,3.6666666666666665,2,4,4,1,3,5
2633,47,0,0,1,21,2,3,1,1,7,1,46390,0.0,11,1,14.0,2,13,5,12,2,3,2.5,3.0,2.0,1.0,2.0,2,1,1,3,5,5
2634,35,0,2,1,4,3,1,1,2,0,1,78980,7.0,15,0,5.0,2,2,2,2,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,1,4,4,4,2,3
2635,22,0,2,0,12,1,0,1,2,7,2,25340,0.0,11,0,4.0,1,3,1,2,3,3,3.0,4.0,3.0,4.0,3.6666666666666665,0,2,1,2,2,2
2636,35,0,2,1,9,3,3,0,2,7,2,131420,1.0,25,2,10.0,4,10,0,8,3,4,3.5,2.0,3.0,3.0,2.6666666666666665,1,3,1,5,4,4
2637,33,0,2,2,3,4,3,1,3,0,1,16110,0.0,14,0,10.0,2,9,8,1,2,3,2.5,2.0,4.0,3.0,3.0,1,4,4,1,4,4
2638,32,0,2,1,3,2,5,1,3,4,2,53630,1.0,13,0,6.0,4,6,4,1,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,1,4,2,3,3,3
2639,40,0,2,1,1,4,3,1,2,5,1,50710,8.0,17,1,8.0,3,1,0,0,2,3,2.5,1.0,4.0,2.0,2.3333333333333335,1,4,2,3,1,4
2640,32,0,2,1,1,2,3,1,3,7,1,136950,0.0,13,0,3.0,3,2,2,2,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,1,4,1,5,2,2
2641,39,0,2,1,4,4,1,1,1,7,2,134020,7.0,14,1,18.0,1,7,1,7,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,4,1,5,3,5
2642,38,0,2,2,20,4,3,0,2,5,1,20290,3.0,11,1,20.0,3,18,1,11,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,1,2,2,1,5,5
2643,32,0,2,1,18,3,1,1,2,3,1,63770,1.0,12,2,14.0,3,14,5,7,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,2,3,4,5,5
2644,37,0,2,1,1,3,1,0,4,7,1,54290,1.0,17,1,16.0,3,16,6,8,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,4,1,3,5,5
2645,25,0,2,1,2,4,3,0,2,4,0,27850,0.0,21,0,6.0,2,5,0,4,3,4,3.5,1.0,3.0,2.0,2.0,0,4,2,2,3,3
2646,52,0,0,1,2,4,4,1,1,3,0,46140,2.0,16,1,16.0,3,9,0,0,3,3,3.0,1.0,4.0,2.0,2.3333333333333335,3,4,3,3,4,5
2647,44,0,2,1,8,1,1,0,1,8,2,26100,6.0,15,0,6.0,2,4,1,2,3,3,3.0,2.0,4.0,3.0,3.0,2,3,0,2,2,3
2648,21,0,2,2,10,5,3,1,3,6,2,66870,1.0,19,3,2.0,0,2,1,2,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,0,3,1,4,2,2
2649,39,0,0,1,3,4,1,0,2,5,2,47240,2.0,12,1,21.0,4,6,1,3,4,3,3.5,4.0,4.0,2.0,3.3333333333333335,1,4,2,3,3,5
2650,23,1,1,1,2,4,1,0,2,4,1,61790,1.0,11,0,1.0,3,1,1,0,3,3,3.0,4.0,1.0,2.0,2.3333333333333335,0,4,2,4,1,1
2651,36,0,2,1,24,3,1,0,2,2,1,61200,0.0,19,0,10.0,2,9,3,4,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,1,3,4,4,4
2652,36,0,1,1,16,1,3,1,2,7,0,105960,7.0,15,0,18.0,3,4,0,2,2,3,2.5,4.0,2.0,3.0,3.0,1,2,1,5,2,5
2653,56,0,0,1,8,1,1,1,1,7,0,54670,1.0,20,0,13.0,6,13,1,9,2,4,3.0,3.0,3.0,2.0,2.6666666666666665,3,3,1,3,5,5
2654,29,1,2,1,9,4,3,1,2,8,1,29960,9.0,25,0,4.0,4,2,2,2,3,4,3.5,1.0,4.0,4.0,3.0,0,3,0,2,2,2
2655,42,0,2,1,17,1,1,1,3,6,1,99980,5.0,24,2,24.0,3,22,4,14,2,4,3.0,1.0,3.0,2.0,2.0,2,2,1,4,5,5
2656,56,1,2,2,10,4,4,1,2,7,1,40780,8.0,24,1,14.0,3,10,9,8,3,4,3.5,4.0,3.0,1.0,2.6666666666666665,3,3,1,3,4,5
2657,41,0,2,1,13,4,1,0,1,0,1,109200,0.0,15,1,21.0,3,20,0,10,4,3,3.5,1.0,2.0,3.0,2.0,2,2,4,5,5,5
2658,34,0,2,2,1,3,3,0,1,2,1,62320,1.0,13,1,8.0,3,8,1,7,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,4,3,4,4,4
2659,36,0,0,2,1,1,3,0,1,1,0,132470,1.0,14,0,15.0,3,15,11,11,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,1,4,4,5,5,5
2660,41,0,2,1,1,5,3,1,1,0,0,40810,2.0,13,0,14.0,3,5,0,4,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,2,4,4,3,3,5
2661,32,0,2,2,9,4,1,0,2,6,2,57690,1.0,11,0,4.0,3,4,1,2,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,3,1,3,2,2
2662,35,0,2,1,16,3,3,0,2,0,2,23940,1.0,16,1,9.0,3,9,1,7,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,2,4,1,4,4
2663,38,0,2,1,23,3,3,1,3,8,1,39040,1.0,22,0,10.0,3,10,1,9,2,4,3.0,1.0,4.0,3.0,2.6666666666666665,1,1,0,3,4,4
2664,50,1,1,2,4,2,1,0,2,2,0,167990,7.0,14,1,12.0,2,6,0,1,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,2,4,3,5,3,5
2665,36,0,2,1,22,4,1,1,1,0,1,29500,4.0,14,0,8.0,1,6,0,0,2,3,2.5,2.0,4.0,2.0,2.6666666666666665,1,1,4,2,3,4
2666,45,0,2,2,24,3,1,1,1,2,2,36290,8.0,16,1,8.0,2,5,0,1,4,3,3.5,4.0,3.0,3.0,3.3333333333333335,2,1,3,3,3,4
2667,40,0,2,2,10,4,1,1,1,6,2,93620,2.0,11,1,8.0,6,2,2,2,3,3,3.0,3.0,3.0,3.0,3.0,1,3,1,4,2,4
2668,35,0,1,2,7,2,1,1,2,4,1,32290,1.0,25,0,10.0,2,10,0,2,2,4,3.0,3.0,3.0,4.0,3.3333333333333335,1,3,2,2,4,4
2669,40,0,2,1,17,4,1,1,1,3,1,35780,2.0,14,1,20.0,2,5,0,2,3,3,3.0,3.0,3.0,3.0,3.0,1,2,3,3,3,5
2670,35,0,2,0,14,1,1,1,2,6,1,79880,1.0,18,0,4.0,3,4,1,1,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,2,1,4,2,2
2671,29,0,2,1,1,3,3,1,3,7,1,42840,4.0,11,0,10.0,5,4,0,3,2,3,2.5,4.0,2.0,3.0,3.0,0,4,1,3,2,4
2672,29,0,2,1,5,3,3,1,2,8,2,75530,1.0,19,0,5.0,3,5,0,4,3,3,3.0,4.0,1.0,1.0,2.0,0,4,0,4,3,3
2673,50,1,2,1,17,3,3,1,1,6,0,173280,4.0,15,2,20.0,1,3,2,0,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,2,2,1,5,2,5
2674,39,0,2,2,25,3,3,1,2,7,1,197010,0.0,11,0,21.0,3,20,9,6,4,3,3.5,2.0,4.0,2.0,2.6666666666666665,1,1,1,5,5,5
2675,31,0,0,1,8,4,1,0,4,7,2,147320,0.0,12,0,10.0,3,9,1,7,3,3,3.0,2.0,1.0,3.0,2.0,1,3,1,5,4,4
2676,26,0,2,1,11,4,3,1,2,3,2,92780,0.0,20,0,5.0,3,4,0,0,3,4,3.5,4.0,3.0,3.0,3.3333333333333335,0,2,3,4,2,3
2677,36,0,1,1,5,1,5,1,1,7,1,13590,4.0,12,0,17.0,2,5,0,3,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,4,1,1,3,5
2678,39,0,2,1,2,1,3,0,1,6,1,47790,4.0,14,2,9.0,3,7,1,7,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,4,1,3,3,4
2679,27,0,2,1,8,2,3,1,1,2,1,164220,1.0,20,1,6.0,3,6,0,3,3,4,3.5,2.0,2.0,3.0,2.3333333333333335,0,3,3,5,3,3
2680,49,0,1,1,6,1,3,1,3,0,1,29960,2.0,18,1,17.0,2,9,0,8,2,3,2.5,4.0,2.0,2.0,2.6666666666666665,2,3,4,2,4,5
2681,34,0,2,2,4,3,3,0,1,7,1,12610,2.0,14,1,6.0,6,4,1,2,3,3,3.0,2.0,3.0,4.0,3.0,1,4,1,1,2,3
2682,41,1,2,1,7,2,1,0,1,6,2,20990,8.0,12,1,8.0,2,6,0,5,3,3,3.0,2.0,4.0,1.0,2.3333333333333335,2,3,1,1,3,4
2683,49,0,1,2,1,4,1,0,2,4,1,58100,1.0,21,1,10.0,2,10,1,7,3,4,3.5,3.0,2.0,3.0,2.6666666666666665,2,4,2,3,4,4
2684,37,1,2,1,2,3,1,1,1,7,2,56470,6.0,19,0,7.0,2,0,0,0,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,4,1,3,1,3
2685,33,0,1,1,10,2,3,1,2,6,1,34200,1.0,14,0,8.0,3,8,3,0,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,3,1,2,4,4
2686,27,0,2,2,5,4,3,0,4,4,1,44000,9.0,17,1,6.0,3,2,2,2,2,3,2.5,1.0,2.0,3.0,2.0,0,4,2,3,2,3
2687,32,0,1,1,9,2,3,0,2,6,2,35000,0.0,16,1,8.0,2,7,3,6,2,3,2.5,4.0,4.0,2.0,3.3333333333333335,1,3,1,3,3,4
2688,59,0,2,2,2,2,2,0,5,8,1,20660,4.0,12,1,12.0,3,1,0,0,3,3,3.0,3.0,1.0,2.0,2.0,3,4,0,1,1,5
2689,30,0,2,1,11,4,3,1,2,2,0,171690,1.0,17,2,1.0,2,1,0,0,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,2,3,5,1,1
2690,38,0,1,2,18,4,1,1,2,0,2,41620,0.0,15,1,10.0,1,9,1,8,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,2,4,3,4,4
2691,36,0,2,1,7,3,1,1,1,7,1,92040,6.0,23,1,17.0,2,7,7,7,3,4,3.5,3.0,3.0,2.0,2.6666666666666665,1,3,1,4,3,5
2692,35,0,2,0,3,4,0,1,2,3,1,32940,0.0,11,0,6.0,2,5,0,3,3,3,3.0,1.0,2.0,3.0,2.0,1,4,3,2,3,3
2693,29,0,2,2,29,4,1,1,2,2,2,21270,0.0,11,1,10.0,3,9,0,8,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,0,1,3,1,4,4
2694,31,0,2,1,2,2,3,1,2,2,0,39750,1.0,15,1,5.0,3,5,4,3,3,3,3.0,1.0,3.0,2.0,2.0,1,4,3,3,3,3
2695,34,0,2,1,28,3,5,1,1,2,0,107930,0.0,11,3,3.0,1,2,1,2,2,3,2.5,2.0,4.0,3.0,3.0,1,1,3,5,2,2
2697,29,0,2,1,16,2,1,0,4,2,0,36460,1.0,14,0,10.0,3,10,8,8,4,3,3.5,2.0,1.0,3.0,2.0,0,2,3,3,4,4
2698,32,0,2,0,22,3,0,0,2,5,0,74460,0.0,19,0,7.0,3,6,0,5,3,3,3.0,1.0,2.0,2.0,1.6666666666666667,1,1,2,4,3,3
2699,22,0,0,1,8,3,1,0,3,7,0,108510,1.0,16,1,1.0,2,1,0,0,4,3,3.5,4.0,4.0,2.0,3.3333333333333335,0,3,1,5,1,1
2700,53,0,2,1,11,3,3,1,2,3,1,21090,2.0,13,0,31.0,3,25,3,7,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,3,2,3,1,5,5
2701,38,0,2,1,29,3,1,0,1,4,2,37220,5.0,14,0,6.0,0,3,1,2,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,1,1,2,3,2,3
2702,24,0,0,1,1,5,1,1,3,6,0,93800,0.0,16,0,5.0,2,4,1,3,2,3,2.5,1.0,3.0,2.0,2.0,0,4,1,4,2,3
2703,36,1,2,1,1,3,1,1,1,5,2,54860,7.0,12,1,10.0,2,5,0,3,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,1,4,2,3,3,4
2704,34,0,2,2,24,3,2,1,4,6,2,27420,0.0,11,1,13.0,2,12,2,11,3,3,3.0,1.0,2.0,3.0,2.0,1,1,1,2,5,5
2705,21,0,2,2,2,3,1,1,2,4,2,137570,1.0,12,1,0.0,3,0,0,0,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,4,2,5,1,1
2706,34,1,2,2,15,2,2,0,2,6,2,84630,2.0,13,0,8.0,2,4,1,3,1,3,2.0,2.0,1.0,3.0,2.0,1,2,1,4,2,4
2708,32,1,1,1,10,3,3,0,2,4,2,165980,1.0,13,0,10.0,2,10,6,7,3,3,3.0,2.0,1.0,3.0,2.0,1,3,2,5,4,4
2710,44,0,2,1,3,1,1,0,1,4,1,23450,3.0,15,2,24.0,0,22,5,17,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,2,4,2,1,5,5
2711,46,0,2,2,2,3,1,0,1,6,2,34200,3.0,13,2,22.0,3,2,2,1,1,3,2.0,2.0,1.0,2.0,1.6666666666666667,2,4,1,2,2,5
2712,33,0,2,2,3,3,3,1,1,4,2,43730,4.0,14,0,7.0,3,1,0,0,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,4,2,3,1,3
2713,44,0,2,0,26,3,1,1,5,0,1,47590,2.0,21,0,9.0,2,4,1,3,3,4,3.5,4.0,4.0,4.0,4.0,2,1,4,3,2,4
2714,30,0,2,1,1,4,5,0,1,6,2,53010,1.0,16,1,10.0,3,10,1,8,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,4,1,3,4,4
2715,39,1,2,0,1,4,3,1,1,7,1,36730,3.0,14,1,19.0,3,1,0,0,3,3,3.0,4.0,4.0,4.0,4.0,1,4,1,3,1,5
2716,24,1,2,0,2,5,0,1,3,7,1,47680,2.0,11,1,6.0,2,2,2,0,2,3,2.5,2.0,4.0,2.0,2.6666666666666665,0,4,1,3,2,3
2717,43,0,2,2,9,5,5,0,1,5,0,12740,1.0,19,0,6.0,3,5,1,4,2,3,2.5,4.0,3.0,2.0,3.0,2,3,2,1,3,3
2718,50,1,2,1,12,4,3,1,1,5,1,49000,1.0,11,0,3.0,3,3,0,2,2,3,2.5,1.0,3.0,3.0,2.3333333333333335,2,2,2,3,2,2
2719,35,0,2,2,2,4,2,1,3,4,1,104660,1.0,13,0,2.0,1,2,2,2,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,1,4,2,5,2,2
2720,36,0,2,1,25,1,1,0,4,7,1,170070,9.0,12,1,6.0,2,1,0,0,2,3,2.5,2.0,1.0,4.0,2.3333333333333335,1,1,1,5,1,3
2721,33,0,1,2,9,2,2,1,4,1,1,29090,2.0,11,0,10.0,2,5,1,3,2,3,2.5,3.0,1.0,3.0,2.3333333333333335,1,3,4,2,3,4
2722,35,0,2,1,10,1,3,1,1,6,0,57650,1.0,14,1,1.0,2,1,0,0,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,3,1,3,1,1
2723,27,0,2,2,8,2,2,0,3,6,0,45990,1.0,15,1,1.0,3,1,0,0,2,3,2.5,4.0,1.0,3.0,2.6666666666666665,0,3,1,3,1,1
2724,26,1,2,2,4,3,2,1,2,3,2,24040,1.0,12,0,1.0,6,1,0,1,3,3,3.0,1.0,3.0,2.0,2.0,0,4,3,1,1,1
2725,27,0,1,2,24,3,1,1,4,0,2,31720,1.0,20,1,9.0,1,9,1,7,3,4,3.5,4.0,3.0,3.0,3.3333333333333335,0,1,4,2,4,4
2726,30,0,1,1,1,4,3,1,1,6,2,20330,1.0,14,1,12.0,3,12,3,7,1,3,2.0,3.0,4.0,3.0,3.3333333333333335,0,4,1,1,5,5
2727,41,1,2,2,20,4,2,1,2,7,1,102090,1.0,13,1,23.0,2,22,15,8,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,2,2,1,5,5,5
2728,34,0,0,1,7,2,5,0,1,6,2,86200,0.0,13,1,10.0,2,9,8,7,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,1,3,1,4,4,4
2729,37,0,2,1,17,3,1,0,3,7,1,20640,4.0,16,0,8.0,3,1,0,0,2,3,2.5,2.0,2.0,3.0,2.3333333333333335,1,2,1,1,1,4
2730,46,0,1,1,20,3,5,1,3,7,2,40350,4.0,14,1,14.0,2,9,0,8,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,2,2,1,3,4,5
2731,35,0,2,1,8,4,3,0,3,6,1,38380,1.0,16,1,1.0,2,1,0,1,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,1,3,1,3,1,1
2732,48,1,2,1,2,4,5,0,1,7,2,45910,9.0,16,0,23.0,6,1,0,0,1,3,2.0,1.0,3.0,3.0,2.3333333333333335,2,4,1,3,1,5
2733,28,1,2,1,10,1,3,1,1,7,2,25610,1.0,22,1,2.0,3,2,2,2,3,4,3.5,3.0,3.0,2.0,2.6666666666666665,0,3,1,2,2,2
2734,44,0,2,1,1,1,3,0,3,6,0,15630,5.0,12,2,9.0,3,4,1,3,3,3,3.0,2.0,1.0,2.0,1.6666666666666667,2,4,1,1,2,4
2735,35,0,0,1,5,4,5,0,3,4,1,48980,2.0,15,2,10.0,2,4,2,3,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,1,4,2,3,2,4
2737,33,0,1,2,29,4,1,0,1,1,2,31800,1.0,14,1,15.0,2,15,8,12,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,1,4,2,5,5
2738,35,0,1,1,15,3,3,1,3,4,1,65490,1.0,20,0,9.0,3,9,1,8,3,4,3.5,2.0,1.0,2.0,1.6666666666666667,1,2,2,4,4,4
2739,35,0,2,0,3,2,1,0,1,2,1,63880,3.0,13,0,4.0,6,2,2,2,2,3,2.5,3.0,1.0,3.0,2.3333333333333335,1,4,3,4,2,2
2740,31,0,2,2,10,2,1,0,2,6,0,112440,3.0,12,1,10.0,3,7,1,7,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,1,3,1,5,3,4
2741,37,0,2,2,4,3,2,1,4,1,0,160320,1.0,13,0,7.0,2,7,0,7,3,3,3.0,1.0,3.0,4.0,2.6666666666666665,1,4,4,5,3,3
2742,32,0,2,1,21,3,4,1,2,7,1,23620,1.0,11,0,9.0,2,9,7,8,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,1,1,1,4,4
2743,38,0,1,1,25,3,3,1,2,4,2,163280,1.0,17,3,10.0,2,10,9,9,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,1,1,2,5,4,4
2744,50,0,2,2,2,4,2,0,4,6,0,83760,5.0,14,3,29.0,2,27,13,8,3,3,3.0,2.0,3.0,2.0,2.3333333333333335,2,4,1,4,5,5
2745,59,0,2,1,1,3,5,1,1,2,2,166060,7.0,11,0,28.0,6,21,7,9,3,3,3.0,1.0,1.0,2.0,1.3333333333333333,3,4,3,5,5,5
2746,36,0,2,2,1,2,2,0,2,7,0,86060,1.0,14,2,17.0,3,17,12,8,3,3,3.0,3.0,3.0,3.0,3.0,1,4,1,4,5,5
2747,55,0,2,1,7,3,3,1,3,6,0,22720,2.0,17,1,21.0,2,5,0,2,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,3,3,1,1,3,5
2748,36,0,1,1,3,3,1,0,2,2,2,20180,1.0,13,0,6.0,5,6,0,3,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,1,4,3,1,3,3
2749,45,0,2,1,1,2,3,0,1,7,0,70830,2.0,12,1,25.0,5,1,0,0,3,3,3.0,2.0,1.0,3.0,2.0,2,4,1,4,1,5
2750,35,0,1,0,9,3,4,0,2,8,1,40840,4.0,13,1,5.0,3,3,1,2,3,3,3.0,2.0,1.0,2.0,1.6666666666666667,1,3,0,3,2,3
2751,36,1,2,2,7,2,1,1,4,2,1,144110,0.0,18,3,2.0,2,1,0,0,4,3,3.5,4.0,3.0,2.0,3.0,1,3,3,5,1,2
2752,59,0,1,1,10,4,1,1,3,6,2,23080,7.0,19,1,20.0,4,4,1,3,2,3,2.5,1.0,3.0,2.0,2.0,3,3,1,1,2,5
2753,29,0,2,1,28,4,1,0,1,8,1,48410,0.0,11,0,6.0,3,5,0,4,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,0,1,0,3,3,3
2754,31,0,2,1,3,2,3,0,3,7,2,42850,1.0,21,1,1.0,2,1,1,0,1,4,2.5,3.0,2.0,3.0,2.6666666666666665,1,4,1,3,1,1
2755,32,0,2,2,3,4,1,1,2,4,1,97150,1.0,15,1,10.0,1,10,0,9,2,3,2.5,2.0,2.0,3.0,2.3333333333333335,1,4,2,4,4,4
2756,36,0,2,1,2,3,1,1,2,8,1,43200,3.0,17,0,5.0,2,1,0,0,3,3,3.0,2.0,4.0,3.0,3.0,1,4,0,3,1,3
2757,31,0,2,1,27,3,3,0,2,5,2,21320,1.0,18,0,11.0,3,11,1,8,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,1,2,1,4,4
2758,35,0,2,1,2,4,3,1,2,0,2,101240,0.0,14,1,16.0,2,15,2,8,4,3,3.5,3.0,1.0,3.0,2.3333333333333335,1,4,4,5,5,5
2759,45,0,2,0,14,3,0,0,1,7,1,54730,4.0,13,0,17.0,3,0,0,0,1,3,2.0,4.0,1.0,4.0,3.0,2,2,1,3,1,5
2760,37,0,2,1,1,3,1,0,3,7,2,52070,4.0,17,3,16.0,3,5,0,2,3,3,3.0,1.0,3.0,4.0,2.6666666666666665,1,4,1,3,3,5
2761,46,0,2,1,9,3,3,1,3,3,0,164370,8.0,15,1,16.0,0,4,0,2,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,2,3,3,5,2,5
2762,30,0,2,2,18,3,1,1,4,1,1,22960,1.0,18,1,10.0,2,10,3,0,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,0,2,4,1,4,4
2763,35,0,2,1,20,4,1,0,3,1,2,40690,1.0,13,0,6.0,5,6,0,4,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,1,2,4,3,3,3
2764,55,0,2,1,2,3,1,0,2,2,1,74410,3.0,12,1,24.0,4,1,1,0,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,3,4,3,4,1,5
2765,38,0,0,2,11,1,2,1,2,2,0,24300,7.0,13,2,17.0,2,13,1,9,4,3,3.5,2.0,4.0,3.0,3.0,1,2,3,1,5,5
2766,34,0,2,1,8,2,3,1,1,6,1,58780,1.0,14,0,5.0,1,5,1,3,3,3,3.0,1.0,2.0,3.0,2.0,1,3,1,3,3,3
2767,56,0,2,0,2,1,3,1,2,7,2,26440,4.0,11,1,37.0,2,6,0,2,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,3,4,1,2,3,5
2768,23,0,2,1,10,3,3,1,2,2,0,64390,3.0,22,3,3.0,2,0,0,0,3,4,3.5,3.0,1.0,3.0,2.3333333333333335,0,3,3,4,1,2
2769,51,0,2,1,29,4,1,0,5,4,1,24510,3.0,17,0,10.0,2,4,0,3,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,3,1,2,1,2,4
2770,30,0,2,2,8,2,5,1,1,8,1,63920,1.0,21,1,11.0,2,11,10,8,4,4,4.0,3.0,4.0,3.0,3.3333333333333335,0,3,0,4,4,4
2771,46,1,2,2,1,2,3,0,2,6,2,97140,1.0,22,0,9.0,0,9,4,7,3,4,3.5,3.0,4.0,3.0,3.3333333333333335,2,4,1,4,4,4
2772,40,0,1,1,6,3,3,1,1,0,1,60770,1.0,16,2,22.0,2,22,11,11,2,3,2.5,3.0,2.0,2.0,2.3333333333333335,1,3,4,4,5,5
2773,51,0,2,1,8,4,1,0,5,8,2,24500,0.0,12,1,11.0,2,10,1,0,3,3,3.0,3.0,4.0,1.0,2.6666666666666665,3,3,0,1,4,4
2774,30,0,2,1,9,3,1,1,1,4,0,92500,1.0,12,3,11.0,0,11,2,7,3,3,3.0,3.0,2.0,2.0,2.3333333333333335,0,3,2,4,4,4
2775,46,0,1,1,12,1,3,1,1,2,1,20740,2.0,15,1,21.0,3,10,9,5,3,3,3.0,3.0,1.0,2.0,2.0,2,2,3,1,4,5
